merch_state,month_date,breakfast_lunch_cost,dinner_cost,median_meal_cost,transaction_count,unique_visitors,data_quality_flag,period_start,period_end,calculation_timestamp
OK,2025-04-01,14.640000343322754,29.709999084472656,20.540000915527344,6814874,18347,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
IL,2025-04-01,17.190000534057617,33.569999694824219,23.659999847412109,6530683,32657,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
GA,2025-04-01,19.020000457763672,36.560001373291016,26.209999084472656,6283741,24495,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
CO,2025-04-01,18.149999618530273,35.669998168945312,25.100000381469727,6235021,21546,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NV,2025-04-01,23.959999084472656,47.319999694824219,33.360000610351562,6021784,18314,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NC,2025-04-01,21.290000915527344,40.470001220703125,29.430000305175781,5812555,18822,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WI,2025-04-01,15.859999656677246,32.020000457763672,22.420000076293945,5804645,20854,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
LA,2025-04-01,21.829999923706055,42.0,30.430000305175781,5505168,16934,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MS,2025-04-01,18.25,35.0,25.079999923706055,5081480,13475,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
PA,2025-04-01,16.899999618530273,34.0,23.790000915527344,4903025,18622,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
AK,2025-04-01,23.430000305175781,45.25,32.950000762939453,4725322,11193,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
KS,2025-04-01,17.899999618530273,34.5,24.850000381469727,4684858,14551,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MO,2025-04-01,19.510000228881836,37.979999542236328,27.190000534057617,4392207,16550,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
SC,2025-04-01,20.899999618530273,42.590000152587891,29.860000610351562,4147018,13566,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
KY,2025-04-01,20.219999313354492,37.880001068115234,27.700000762939453,3982475,14748,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NY,2025-04-01,16.809999465942383,34.409999847412109,23.840000152587891,3936171,16348,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MN,2025-04-01,17.840000152587891,35.860000610351562,25.139999389648438,3661619,14481,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WA,2025-04-01,20.200000762939453,39.049999237060547,27.670000076293945,3396633,12593,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NM,2025-04-01,23.010000228881836,42.930000305175781,32.189998626708984,3337232,10510,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
IN,2025-04-01,17.829999923706055,33.689998626708984,24.200000762939453,3319883,11983,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
HI,2025-04-01,22.25,44.580001831054688,31.459999084472656,3294816,9086,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
OH,2025-04-01,18.719999313354492,36.529998779296875,26.079999923706055,3185463,12908,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
AL,2025-04-01,20.889999389648438,42.040000915527344,29.809999465942383,3109043,10787,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MI,2025-04-01,17.5,34.630001068115234,24.649999618530273,3102588,11668,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
IA,2025-04-01,12.989999771118164,27.059999465942383,18.700000762939453,3058177,9562,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
AR,2025-04-01,19.739999771118164,37.630001068115234,27.329999923706055,2977516,9330,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
UT,2025-04-01,16.440000534057617,32.209999084472656,22.899999618530273,2762382,11089,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WV,2025-04-01,17.819999694824219,34.549999237060547,25.090000152587891,2009502,6169,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
OR,2025-04-01,17.829999923706055,36.2599983215332,24.959999084472656,1922761,7203,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MA,2025-04-01,15.329999923706055,31.860000610351562,21.389999389648438,1898802,7008,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
SD,2025-04-01,18.920000076293945,37.319999694824219,26.700000762939453,1664060,6074,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MD,2025-04-01,21.899999618530273,43.319999694824219,31.149999618530273,1601344,7012,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
ID,2025-04-01,19.110000610351562,38.680000305175781,27.670000076293945,1313950,4366,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NE,2025-04-01,19.829999923706055,37.229999542236328,27.270000457763672,1241781,5278,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
DE,2025-04-01,6.71999979019165,11.109999656677246,7.9200000762939453,1152750,3505,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
DC,2025-04-01,15.970000267028809,33.459999084472656,22.309999465942383,1077290,4355,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NJ,2025-04-01,20.260000228881836,39.549999237060547,28.219999313354492,1044012,5000,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MT,2025-04-01,20.8799991607666,40.340000152587891,29.190000534057617,1017731,3476,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
ND,2025-04-01,19.299999237060547,36.389999389648438,26.319999694824219,945778,3301,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WY,2025-04-01,22.280000686645508,41.419998168945312,31.170000076293945,918384,3151,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
CT,2025-04-01,17.010000228881836,35.150001525878906,23.959999084472656,668159,2777,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
ME,2025-04-01,19.590000152587891,41.479999542236328,29.139999389648438,382173,1588,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NH,2025-04-01,18.819999694824219,40.459999084472656,28.430000305175781,345913,1746,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
VT,2025-04-01,13.340000152587891,27.819999694824219,19.180000305175781,277787,1058,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
RI,2025-04-01,13.670000076293945,29.659999847412109,20.450000762939453,263651,1015,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
XX,2025-04-01,6.53000020980835,12.4399995803833,8.4300003051757812,5066,17,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
CA,2025-05-01,19.979999542236328,41.2400016784668,28.409999847412109,15221166,56640,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
TX,2025-05-01,20.8799991607666,40.419998168945312,29.0,15073076,49082,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
FL,2025-05-01,25.649999618530273,51.409999847412109,36.549999237060547,13940486,46964,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
TN,2025-05-01,24.110000610351562,44.200000762939453,33.889999389648438,9883575,32102,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
VA,2025-05-01,19.569999694824219,38.319999694824219,27.450000762939453,7753298,20655,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
OK,2025-05-01,15.3100004196167,31.569999694824219,21.569999694824219,6874239,19665,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
CO,2025-05-01,19.389999389648438,38.209999084472656,26.770000457763672,6702135,28329,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
IL,2025-05-01,18.049999237060547,35.680000305175781,25.100000381469727,6508687,33111,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WI,2025-05-01,17.840000152587891,35.869998931884766,25.569999694824219,6279051,24283,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NC,2025-05-01,22.579999923706055,42.930000305175781,31.270000457763672,6044631,20377,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
GA,2025-05-01,20.319999694824219,38.689998626708984,28.069999694824219,5966518,24452,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
AZ,2025-05-01,21.020000457763672,41.889999389648438,29.819999694824219,5713638,18107,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NV,2025-05-01,23.920000076293945,46.540000915527344,33.150001525878906,5554967,17565,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
LA,2025-05-01,23.069999694824219,44.409999847412109,32.459999084472656,5304624,16906,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
AK,2025-05-01,23.969999313354492,45.830001831054688,33.459999084472656,4899446,13458,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
KS,2025-05-01,19.090000152587891,37.470001220703125,26.819999694824219,4813416,15781,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MS,2025-05-01,20.889999389648438,39.900001525878906,29.350000381469727,4776412,14134,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MO,2025-05-01,20.719999313354492,40.159999847412109,29.059999465942383,4745448,18714,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
PA,2025-05-01,18.799999237060547,36.840000152587891,26.329999923706055,4713090,19693,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NY,2025-05-01,17.920000076293945,36.959999084472656,25.739999771118164,4150033,18266,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
SC,2025-05-01,22.790000915527344,45.869998931884766,32.650001525878906,3981083,13353,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MN,2025-05-01,19.229999542236328,38.169998168945312,27.239999771118164,3852702,16391,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
KY,2025-05-01,22.100000381469727,41.180000305175781,30.680000305175781,3795265,15198,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WA,2025-05-01,20.600000381469727,39.919998168945312,28.1299991607666,3691650,14100,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NM,2025-05-01,24.559999465942383,46.2400016784668,34.430000305175781,3511898,11416,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
HI,2025-05-01,22.329999923706055,45.4900016784668,31.700000762939453,3286166,9304,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
AL,2025-05-01,24.989999771118164,49.159999847412109,35.150001525878906,3237543,12381,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MI,2025-05-01,20.819999694824219,39.169998168945312,29.020000457763672,3211165,13846,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
IN,2025-05-01,19.610000610351562,37.0099983215332,26.989999771118164,3162233,12652,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
OH,2025-05-01,20.540000915527344,39.060001373291016,28.389999389648438,3114044,13929,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
IA,2025-05-01,14.659999847412109,30.540000915527344,20.899999618530273,3077004,10746,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
AR,2025-05-01,22.209999084472656,42.299999237060547,31.149999618530273,3051319,10539,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
UT,2025-05-01,16.989999771118164,32.889999389648438,23.459999084472656,2644199,10901,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MD,2025-05-01,22.340000152587891,45.069999694824219,31.840000152587891,2114344,9234,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
OR,2025-05-01,18.180000305175781,37.169998168945312,25.780000686645508,2021202,7803,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MA,2025-05-01,16.440000534057617,35.159999847412109,23.319999694824219,2006455,8115,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WV,2025-05-01,19.350000381469727,37.360000610351562,27.340000152587891,1887737,6285,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
SD,2025-05-01,20.219999313354492,39.880001068115234,29.209999084472656,1872779,7114,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NE,2025-05-01,20.979999542236328,40.0099983215332,29.540000915527344,1359347,6140,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
DE,2025-05-01,6.8499999046325684,13.3100004196167,8.8599996566772461,1330859,4512,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
ID,2025-05-01,20.989999771118164,41.880001068115234,29.8700008392334,1326449,4688,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NJ,2025-05-01,20.729999542236328,41.770000457763672,29.209999084472656,1308524,6534,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MT,2025-05-01,22.040000915527344,41.25,30.649999618530273,1155174,4322,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WY,2025-05-01,22.510000228881836,42.349998474121094,31.100000381469727,1127169,4069,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
ND,2025-05-01,19.979999542236328,38.459999084472656,27.639999389648438,1043658,3695,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
DC,2025-05-01,17.030000686645508,34.310001373291016,23.489999771118164,993299,4242,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
CT,2025-05-01,17.590000152587891,36.5099983215332,25.010000228881836,687311,3060,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
ME,2025-05-01,23.899999618530273,48.959999084472656,34.380001068115234,475529,2400,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NH,2025-05-01,21.110000610351562,45.25,31.479999542236328,427961,2332,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
RI,2025-05-01,18.790000915527344,37.880001068115234,25.659999847412109,266869,1184,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
VT,2025-05-01,15.010000228881836,30.309999465942383,20.8799991607666,234117,1093,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
XX,2025-05-01,9.8900003433227539,13.079999923706055,10.720000267028809,3569,15,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
TX,2025-06-01,21.3700008392334,41.840000152587891,29.860000610351562,21197259,67316,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
CA,2025-06-01,20.729999542236328,42.75,29.479999542236328,19248738,74044,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
FL,2025-06-01,26.760000228881836,55.959999084472656,38.669998168945312,19212385,65472,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
TN,2025-06-01,24.840000152587891,45.529998779296875,34.790000915527344,12129579,39434,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
VA,2025-06-01,22.010000228881836,42.599998474121094,30.860000610351562,9030747,26417,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
CO,2025-06-01,20.170000076293945,40.520000457763672,28.510000228881836,8992888,42415,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
OK,2025-06-01,15.260000228881836,31.340000152587891,21.549999237060547,8454729,24405,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NC,2025-06-01,24.420000076293945,47.369998931884766,34.110000610351562,8251241,29301,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WI,2025-06-01,19.389999389648438,37.939998626708984,27.329999923706055,7852395,34171,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
IL,2025-06-01,18.780000686645508,37.159999847412109,26.079999923706055,7485910,39976,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
GA,2025-06-01,20.940000534057617,39.619998931884766,29.069999694824219,7375734,31016,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
SC,2025-06-01,25.239999771118164,53.189998626708984,36.700000762939453,6313969,20658,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NV,2025-06-01,24.180000305175781,47.400001525878906,33.650001525878906,6284044,20713,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
LA,2025-06-01,22.909999847412109,43.880001068115234,32.099998474121094,6280769,20158,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
AK,2025-06-01,23.729999542236328,46.349998474121094,33.729999542236328,6137571,18437,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MS,2025-06-01,22.030000686645508,41.959999084472656,30.969999313354492,5915776,17731,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MO,2025-06-01,22.850000381469727,44.169998168945312,32.200000762939453,5895040,24144,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
AZ,2025-06-01,21.25,42.340000152587891,29.969999313354492,5830241,19160,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
PA,2025-06-01,19.670000076293945,37.569999694824219,27.030000686645508,5731177,24556,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NY,2025-06-01,18.719999313354492,38.369998931884766,26.610000610351562,5165120,25141,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
KS,2025-06-01,19.780000686645508,38.389999389648438,27.969999313354492,5158026,17591,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MN,2025-06-01,20.280000686645508,39.479999542236328,28.290000915527344,4717673,21084,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WA,2025-06-01,21.680000305175781,42.689998626708984,29.930000305175781,4530744,18445,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
AL,2025-06-01,28.0,55.099998474121094,38.869998931884766,4493680,16979,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
KY,2025-06-01,22.709999084472656,42.810001373291016,31.659999847412109,4284291,17335,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MI,2025-06-01,21.989999771118164,40.689998626708984,30.209999084472656,4171887,19167,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NM,2025-06-01,24.979999542236328,45.900001525878906,34.2400016784668,4140606,14054,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
AR,2025-06-01,23.540000915527344,43.25,32.659999847412109,3856723,13539,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
HI,2025-06-01,22.549999237060547,45.270000457763672,31.319999694824219,3845458,11305,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
OH,2025-06-01,21.569999694824219,40.610000610351562,29.840000152587891,3752456,17224,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
IN,2025-06-01,21.579999923706055,39.950000762939453,29.409999847412109,3411277,14559,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MD,2025-06-01,22.260000228881836,46.930000305175781,32.319999694824219,3279828,14696,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
UT,2025-06-01,17.190000534057617,33.909999847412109,24.260000228881836,3062940,13298,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
IA,2025-06-01,18.040000915527344,35.779998779296875,25.3700008392334,2851237,11864,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
OR,2025-06-01,19.540000915527344,40.340000152587891,28.299999237060547,2580011,10497,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
SD,2025-06-01,21.409999847412109,41.380001068115234,29.889999389648438,2496973,9961,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MA,2025-06-01,18.309999465942383,39.069999694824219,26.350000381469727,2470614,10813,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NJ,2025-06-01,21.030000686645508,42.290000915527344,29.510000228881836,2244510,11449,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WV,2025-06-01,18.920000076293945,37.060001373291016,27.049999237060547,2198195,7446,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
DE,2025-06-01,7.4099998474121094,21.200000762939453,11.1899995803833,1880651,7396,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
ID,2025-06-01,20.950000762939453,40.869998931884766,30.0,1871989,6742,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NE,2025-06-01,21.280000686645508,41.169998168945312,29.729999542236328,1655093,7689,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WY,2025-06-01,22.1200008392334,41.540000915527344,30.829999923706055,1648674,6223,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MT,2025-06-01,22.8700008392334,44.310001373291016,32.139999389648438,1633461,6382,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
DC,2025-06-01,16.290000915527344,32.470001220703125,22.069999694824219,1249896,5280,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
ND,2025-06-01,20.440000534057617,39.229999542236328,28.600000381469727,1141688,4299,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
ME,2025-06-01,26.979999542236328,54.169998168945312,38.939998626708984,787744,4321,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
CT,2025-06-01,20.579999923706055,40.299999237060547,29.209999084472656,776787,3958,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NH,2025-06-01,29.709999084472656,54.970001220703125,40.650001525878906,569148,3705,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
RI,2025-06-01,22.149999618530273,47.5,32.830001831054688,331238,1815,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
VT,2025-06-01,18.239999771118164,37.5,25.829999923706055,296784,1604,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
XX,2025-06-01,9.1899995803833,15.300000190734863,12.039999961853027,4385,29,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
TX,2025-07-01,21.360000610351562,42.0,29.950000762939453,22794696,72039,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
CA,2025-07-01,20.899999618530273,43.75,30.049999237060547,21438982,82864,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
FL,2025-07-01,27.010000228881836,57.270000457763672,39.549999237060547,20754754,71619,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
TN,2025-07-01,25.329999923706055,46.479999542236328,35.520000457763672,12944495,42811,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
CO,2025-07-01,20.239999771118164,39.950000762939453,28.3700008392334,10699245,55681,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
VA,2025-07-01,22.159999847412109,43.169998168945312,31.040000915527344,9993352,29110,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NC,2025-07-01,24.600000381469727,48.279998779296875,34.700000762939453,9467975,32979,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WI,2025-07-01,20.159999847412109,39.889999389648438,28.569999694824219,9237672,40262,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
OK,2025-07-01,15.380000114440918,31.3700008392334,21.6200008392334,8880684,25573,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
IL,2025-07-01,18.700000762939453,37.450000762939453,26.190000534057617,8023362,42772,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
GA,2025-07-01,21.100000381469727,40.439998626708984,29.510000228881836,7757767,33278,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
SC,2025-07-01,25.799999237060547,55.810001373291016,38.299999237060547,7328409,24528,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
AK,2025-07-01,23.6200008392334,46.470001220703125,33.229999542236328,7184045,21899,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
