merch_state,month_date,attraction_cost,transaction_count,unique_visitors,data_quality_flag,period_start,period_end,calculation_timestamp
ND,2024-04-01,20.75,56263,269,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
ME,2024-04-01,59.119998931884766,46127,286,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
RI,2024-04-01,35.270000457763672,24643,149,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
XX,2024-04-01,19.829999923706055,608,12,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
CA,2024-05-01,21.110000610351562,19296299,43372,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NY,2024-05-01,20.819999694824219,8310579,20667,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
TX,2024-05-01,18.329999923706055,7585005,29786,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
TN,2024-05-01,25.6200008392334,6413139,24436,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
FL,2024-05-01,39.5099983215332,5948577,23031,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NC,2024-05-01,45.4900016784668,2569721,13641,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
GA,2024-05-01,27.6200008392334,1871016,8119,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MO,2024-05-01,37.139999389648438,1832263,7626,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
PA,2024-05-01,21.829999923706055,1647924,6174,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
VA,2024-05-01,19.600000381469727,1585250,5756,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
IL,2024-05-01,24.430000305175781,1246374,5990,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
CO,2024-05-01,23.209999084472656,1224419,6622,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
WI,2024-05-01,24.440000534057617,1077982,5230,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
AZ,2024-05-01,29.3799991607666,1064877,6135,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
KY,2024-05-01,29.850000381469727,913225,4855,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
AL,2024-05-01,28.170000076293945,898578,4569,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
OH,2024-05-01,27.450000762939453,895680,5507,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NV,2024-05-01,35.599998474121094,890340,4742,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MD,2024-05-01,9.5399999618530273,792478,3630,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
SC,2024-05-01,32.099998474121094,747962,3112,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
DE,2024-05-01,54.180000305175781,738026,4030,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
IN,2024-05-01,20.270000457763672,711605,2837,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
AK,2024-05-01,29.799999237060547,704328,2457,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NM,2024-05-01,28.610000610351562,697946,3485,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NJ,2024-05-01,17.959999084472656,686166,2070,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
OK,2024-05-01,26.389999389648438,673641,3457,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MI,2024-05-01,24.770000457763672,639200,3582,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
OR,2024-05-01,34.220001220703125,609233,3124,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
LA,2024-05-01,20.450000762939453,602355,3181,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MN,2024-05-01,27.209999084472656,595736,2500,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
WA,2024-05-01,38.630001068115234,572779,2792,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
UT,2024-05-01,29.969999313354492,540926,3573,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MS,2024-05-01,22.979999542236328,482495,1840,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MA,2024-05-01,26.590000152587891,479961,3173,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
KS,2024-05-01,24.670000076293945,476867,2521,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
HI,2024-05-01,34.2400016784668,445790,1797,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
AR,2024-05-01,24.969999313354492,402345,1830,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
WV,2024-05-01,18.209999084472656,378511,2057,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
ID,2024-05-01,31.739999771118164,337181,1401,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
IA,2024-05-01,17.170000076293945,330413,1514,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NE,2024-05-01,26.360000610351562,264871,1683,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
SD,2024-05-01,26.979999542236328,254397,1276,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NH,2024-05-01,24.209999084472656,215102,1045,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
WY,2024-05-01,20.219999313354492,171125,632,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
CT,2024-05-01,30.3799991607666,140518,814,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
DC,2024-05-01,30.75,102428,574,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MT,2024-05-01,25.829999923706055,84366,552,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
ND,2024-05-01,23.840000152587891,77293,318,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
VT,2024-05-01,14.289999961853027,54438,338,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
ME,2024-05-01,59.650001525878906,51530,383,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
RI,2024-05-01,27.239999771118164,26377,156,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
XX,2024-05-01,22.930000305175781,405,12,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
CA,2024-06-01,21.579999923706055,19753313,45947,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
TN,2024-06-01,30.079999923706055,8911153,35506,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
TX,2024-06-01,19.909999847412109,8752915,34473,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NY,2024-06-01,21.170000076293945,8421549,21009,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
FL,2024-06-01,40.930000305175781,7153639,27540,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MO,2024-06-01,37.229999542236328,2744658,10753,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NC,2024-06-01,43.860000610351562,2744419,14507,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
PA,2024-06-01,21.25,2234710,8202,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
VA,2024-06-01,23.479999542236328,1872441,6726,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
WI,2024-06-01,27.229999542236328,1761472,8530,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
SC,2024-06-01,37.099998474121094,1573682,5772,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
GA,2024-06-01,28.25,1545108,6968,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
CO,2024-06-01,26.729999542236328,1521802,7967,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
IL,2024-06-01,25.540000915527344,1424523,7163,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
IN,2024-06-01,21.450000762939453,1330550,4149,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MD,2024-06-01,14.109999656677246,1237774,5858,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
KY,2024-06-01,27.809999465942383,1211720,6020,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
AL,2024-06-01,31.909999847412109,1102900,4689,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
OH,2024-06-01,30.729999542236328,1060794,6059,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NV,2024-06-01,34.569999694824219,1053741,5081,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
AZ,2024-06-01,29.579999923706055,1018897,4499,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MN,2024-06-01,28.389999389648438,863451,3558,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
OK,2024-06-01,26.260000228881836,859623,4253,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MS,2024-06-01,24.299999237060547,834210,3007,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
DE,2024-06-01,57.720001220703125,829167,4926,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NJ,2024-06-01,19.760000228881836,813691,3208,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NM,2024-06-01,28.790000915527344,788635,3511,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
AK,2024-06-01,27.6299991607666,782111,3160,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MI,2024-06-01,24.139999389648438,768358,4727,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
WA,2024-06-01,38.450000762939453,699498,3363,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
LA,2024-06-01,24.049999237060547,678927,3281,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NH,2024-06-01,7.9200000762939453,671061,3461,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
OR,2024-06-01,32.7400016784668,651287,3390,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
UT,2024-06-01,28.229999542236328,650358,3994,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
ID,2024-06-01,26.180000305175781,608252,2025,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MA,2024-06-01,29.170000076293945,600385,3714,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
AR,2024-06-01,27.270000457763672,569615,2479,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
KS,2024-06-01,23.579999923706055,557207,2729,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
HI,2024-06-01,32.439998626708984,547606,2131,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
IA,2024-06-01,20.1200008392334,537124,2235,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
WV,2024-06-01,20.5,450648,2257,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
SD,2024-06-01,29.510000228881836,418356,2130,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NE,2024-06-01,25.6299991607666,349752,2112,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
WY,2024-06-01,21.469999313354492,268984,987,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
CT,2024-06-01,33.299999237060547,170721,876,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MT,2024-06-01,28.450000762939453,136464,880,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
DC,2024-06-01,30.1299991607666,117935,642,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
ND,2024-06-01,27.909999847412109,92250,492,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
ME,2024-06-01,42.4900016784668,89552,691,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
VT,2024-06-01,17.149999618530273,82048,489,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
RI,2024-06-01,30.459999084472656,35041,210,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
XX,2024-06-01,22.1200008392334,1708,44,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
CA,2024-07-01,20.799999237060547,19975010,46897,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
TN,2024-07-01,31.8700008392334,10947762,43436,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
TX,2024-07-01,19.549999237060547,9311274,36317,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NY,2024-07-01,19.690000534057617,8924528,22087,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
FL,2024-07-01,41.560001373291016,7715474,30128,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NC,2024-07-01,40.290000915527344,3437893,19864,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MO,2024-07-01,36.279998779296875,3152462,12210,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
PA,2024-07-01,21.329999923706055,2544874,9236,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
WI,2024-07-01,26.260000228881836,2407670,12559,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
VA,2024-07-01,24.989999771118164,2155203,7256,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
IN,2024-07-01,21.489999771118164,2088198,7075,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
CO,2024-07-01,29.020000457763672,2072360,10984,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
SC,2024-07-01,37.029998779296875,1908389,6960,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
IL,2024-07-01,26.309999465942383,1600932,7649,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NH,2024-07-01,7.929999828338623,1521677,7211,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
GA,2024-07-01,26.8700008392334,1456313,6349,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
KY,2024-07-01,28.479999542236328,1358433,6579,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MD,2024-07-01,19.530000686645508,1340352,6415,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NV,2024-07-01,30.450000762939453,1211792,5623,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
AZ,2024-07-01,31.549999237060547,1211692,5379,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
AL,2024-07-01,31.489999771118164,1210014,4587,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
OH,2024-07-01,27.8700008392334,1058835,5895,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MN,2024-07-01,28.020000457763672,1046218,4400,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
AK,2024-07-01,27.420000076293945,1008707,4844,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MI,2024-07-01,25.159999847412109,1000854,6389,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
OK,2024-07-01,27.479999542236328,1000654,4813,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NJ,2024-07-01,19.969999313354492,998439,4364,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MS,2024-07-01,23.6200008392334,930507,3311,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NM,2024-07-01,29.030000686645508,922453,4042,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
ID,2024-07-01,23.090000152587891,920284,2743,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
DE,2024-07-01,45.279998779296875,902272,4994,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
OR,2024-07-01,35.209999084472656,895737,4650,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
WA,2024-07-01,35.290000915527344,854807,4117,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
LA,2024-07-01,22.260000228881836,851040,3831,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
AR,2024-07-01,26.079999923706055,764213,2905,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MA,2024-07-01,28.190000534057617,751678,4612,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
UT,2024-07-01,27.700000762939453,720381,4470,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
IA,2024-07-01,20.299999237060547,658504,2708,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
KS,2024-07-01,22.559999465942383,634732,2868,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
